"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.2","-104.2","54.7","-40.8","-0.2"
"Actual(MU)","95.5","-118.1","63.7","-42.8","2.0"
"O/D/U/D(MU)","2.3","-13.9","9.0","-2.0","2.2"
