"","NR","WR","SR","ER","NER"
"Schedule(MU)","116.9","-89.5","44.1","-75.8","2.6"
"Actual(MU)","85.4","-74.8","44.8","-60.7","1.9"
"O/D/U/D(MU)","-31.5","14.7","0.7","15.1","-0.7"
