"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.5","0.0","62.8","37.2"
"SR GRID","0.0","0.0","0.8","3.9","0.8","91.2","8.0"
