"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39325","41853","33658","18145","2217","135199"
"Peak Shortage (MW)","545","51","0","100","252","948"
"Energy Met (MU)","1012","999","754","393","42","3200"
"Hydro Gen(MU)","298","15","29","39","18","398"
"Wind Gen(MU)","29","118","102","----------","----------","249"
