"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","152.9","-201.4","122.3","-74.3","0.5","0.0"
"Actual(MU)","155.0","-212.5","121.0","-64.8","0.1","-1.3"
"O/D/U/D(MU)","2.1","-11.1","-1.4","9.4","-0.4","-1.3"
