"","NR","WR","SR","ER","NER"
"Schedule(MU)","88.6","-55.2","43.7","-92.5","8.5"
"Actual(MU)","92.2","-53.7","43.5","-91.6","8.1"
"O/D/U/D(MU)","3.6","1.5","-0.2","0.9","-0.4"
