"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7840","0","170.8","99.8","-0.1","119"
"","Haryana","7094","128","158.2","70.0","-0.5","183"
"","Rajasthan","8396","0","188.1","83.5","-0.6","131"
"","Delhi","4556","0","96.8","65.7","-0.9","186"
"","UP","11520","1920","242.4","114.4","-3.5","392"
"","Uttarakhand","1506","205","31.4","11.5","3.7","284"
"","HP","1212","0","24.5","6.0","0.9","160"
"","J&K","1604","100","30.8","16.1","1.1","188"
"","Chandigarh","254","0","5.1","4.8","0.2","53"
"WR","Chhattisgarh","2890","14","66.0","11.2","-1.4","308"
"","Gujarat","12446","52","277.2","52.1","-2.6","365"
"","MP","7169","10","149.5","65.5","-0.3","362"
"","Maharashtra","14478","75","303.8","89.5","-2.5","398"
"","Goa","378","1","7.9","8.0","-0.6","56"
"","DD","268","0","6.3","6.2","0.1","49"
"","DNH","644","1","15.4","14.9","0.5","47"
"","Essar steel","274","0","5.8","5.8","0.0","51"
"SR","Andhra Pradesh","10561","0","239.5","59.6","0.8","368"
"","Karnataka","6347","300","125.0","16.3","-1.0","482"
"","Kerala","2997","0","54.5","16.4","-4.6","67"
"","Tamil Nadu","11504","211","248.0","85.6","4.2","345"
"","Pondy","318","0","6.4","6.7","-0.4","31"
"ER","Bihar","1803","500","37.9","36.7","1.2","170"
"","DVC","2455","0","55.3","-30.7","0.2","500"
"","Jharkhand","969","0","17.7","13.8","-3.2","100"
"","Odisha","3673","0","70.2","11.1","-1.3","200"
"","West Bengal","6909","4","122.6","25.6","4.0","380"
"","Sikkim","72","0","1.3","0.9","0.4","25"
"NER","Arunachal Pradesh","92","8","1.5","1.4","0.0","45"
"","Assam","1195","147","25.2","14.6","5.7","308"
"","Manipur","113","2","1.3","2.0","-0.7","19"
"","Meghalaya","217","13","3.2","0.4","-0.9","75"
"","Mizoram","59","4","1.0","1.1","-0.4","9"
"","Nagaland","89","13","1.6","1.3","0.0","32"
"","Tripura","215","3","3.2","1.1","0.4","45"
