"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.95","9.40","12.35","48.01","39.64"
"SR GRID","0.00","0.00","2.95","9.40","12.35","48.01","B. Frequency Profile (%)39.64"
