"","NR","WR","SR","ER","NER"
"Schedule(MU)","113.4","-95.9","30.4","-54.4","5.1"
"Actual(MU)","94.7","-88.3","27.8","-42.5","5.6"
"O/D/U/D(MU)","-18.7","7.6","-2.6","11.9","0.5"
