"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.14","3.53","23.07","26.74","66.33","6.93"
"SR GRID","0.00","0.14","3.53","23.07","26.74","66.33","6.93"
