"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","2.7","0.1","96.6","3.3"
"SR GRID","0.0","0.0","5.3","21.9","5.3","92.3","2.4"
