"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","234.1","-261.8","125.7","-104.8","6.6","-0.1"
"Actual(MU)","219.7","-273.5","143.4","-103.2","8.4","-5.3"
"O/D/U/D(MU)","-14.4","-11.7","17.6","1.5","1.8","-5.1"
