"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.5","-71.3","36.5","-94.2","7.0"
"Actual(MU)","103.0","-72.4","39.7","-75.3","3.3"
"O/D/U/D(MU)","-17.5","-1.1","3.2","18.9","-3.7"
