"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3776","0","69.4","48.9","0.6","195"
"","Haryana","5458","0","101.6","72.9","-2.6","290"
"","Rajasthan","7383","0","154.3","63.5","0.2","309"
"","Delhi","3237","106","58.2","42.4","0.5","206"
"","UP","9909","2665","201.8","84.3","-0.8","481"
"","Uttarakhand","1635","40","30.4","19.4","2.5","318"
"","HP","1190","0","22.9","15.3","-1.2","89"
"","J&K","1885","333","36.5","29.1","-2.9","74"
"","Chandigarh","198","0","3.4","3.5","0.3","23"
"WR","Chhattisgarh","3121","96","71.5","19.9","-1.5","150"
"","Gujarat","10982","0","240.0","63.8","-3.2","337"
"","MP","6165","0","128.4","57.6","-2.0","208"
"","Maharashtra","15459","67","331.8","87.1","4.0","674"
"","Goa","395","0","8.2","8.0","-0.5","139"
"","DD","287","0","6.3","6.1","0.2","45"
"","DNH","675","0","15.6","15.6","-0.1","32"
"","Essar steel","524","0","11.2","11.3","-0.1","110"
"SR","Andhra Pradesh","6271","0","140.9","23.7","0.3","371"
"","Telangana","5690","0","133.4","77.3","2.1","255"
"","Karnataka","8532","300","186.3","31.4","2.0","423"
"","Kerala","3214","125","63.3","44.0","1.7","271"
"","Tamil Nadu","11853","833","273.0","109.8","-2.5","378"
"","Pondy","310","0","6.1","6.3","-0.2","36"
"ER","Bihar","2709","200","49.0","45.4","-1.0","260"
"","DVC","2537","0","55.5","-12.0","0.0","190"
"","Jharkhand","1098","0","22.3","11.5","-0.2","160"
"","Odisha","3411","150","67.1","21.4","1.8","280"
"","West Bengal","6924","0","133.8","26.9","1.6","330"
"","Sikkim","95","0","1.5","1.2","0.3","35"
"NER","Arunachal Pradesh","84","2","1.2","1.3","-0.2","26"
"","Assam","1122","150","20.9","14.9","2.2","176"
"","Manipur","130","0","2.0","2.1","-0.1","43"
"","Meghalaya","302","1","4.3","4.9","-1.5","34"
"","Mizoram","75","0","1.2","1.0","0.1","22"
"","Nagaland","100","3","1.8","1.6","0.2","34"
"","Tripura","210","3","2.8","1.0","-0.2","45"
