"","NR","WR","SR","ER","NER","All India"
"Coal","573","966","426","418","11","2394"
"Lignite","19","12","42","0","0","73"
"Hydro","322","116","149","135","27","750"
"Nuclear","27","20","61","0","0","107"
"Gas, Naptha & Diesel","41","65","16","0","25","147"
"RES (Wind, Solar, Biomass & Others)","71","76","180","2","0","328"
"Total","1054","1254","873","555","63","3800"
