"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.7","-63.8","40.1","-77.3","7.2"
"Actual(MU)","83.9","-69.5","40.4","-64.9","9.8"
"O/D/U/D(MU)","-9.8","-5.7","0.3","12.4","2.6"
