"Share of RES in total generation (%)","9.06","4.76","15.50","0.13","0.07","7.72"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.10","8.80","27.97","5.31","12.69","17.31"
