"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.90","6.28","7.19","75.68","17.65"
"SR GRID","0.00","0.00","0.90","6.28","7.19","75.68","17.65"
