"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4483","0","88.3","28.2","0.9","196"
"","Haryana","5617","86","100.9","45.9","-0.5","275"
"","Rajasthan","8994","0","184.4","70.1","-3.1","65"
"","Delhi","3502","48","62.7","43.2","-0.6","482"
"","UP","10445","795","227.2","89.3","-4.0","210"
"","Uttarakhand","1716","75","32.3","23.6","2.0","209"
"","HP","1384","42","24.7","19.5","0.9","105"
"","J&K","1922","100","40.1","33.3","1.0","275"
"","Chandigarh","212","0","3.7","3.1","0.6","53"
"WR","Chhattisgarh","3033","38","68.3","21.8","1.6","341"
"","Gujarat","11254","49","244.6","50.2","-3.3","370"
"","MP","7261","35","139.6","52.5","-4.3","277"
"","Maharashtra","18466","322","371.0","113.6","3.8","289"
"","Goa","403","2","8.0","7.7","-0.4","33"
"","DD","258","1","6.1","5.9","0.2","15"
"","DNH","623","3","14.4","14.3","0.1","32"
"","Essar steel","389","2","8.0","8.4","-0.1","60"
"SR","Andhra Pradesh","11455","700","261.3","90.5","6.2","508"
"","Karnataka","8301","600","180.4","19.5","3.1","745"
"","Kerala","3314","150","60.4","28.7","2.5","214"
"","Tamil Nadu","11988","1377","251.5","88.2","2.8","374"
"","Pondy","314","0","5.9","6.2","-0.3","20"
"ER","Bihar","2038","0","42.3","39.6","0.2","150"
"","DVC","2696","0","58.8","-17.7","-0.2","220"
"","Jharkhand","1232","147","20.4","11.7","-0.1","110"
"","Odisha","3552","0","65.5","12.4","-0.1","310"
"","West Bengal","6428","30","114.7","30.2","3.5","280"
"","Sikkim","96","0","1.3","1.3","0.0","16"
"NER","Arunachal Pradesh","105","15","1.6","1.4","0.2","31"
"","Assam","930","247","17.8","12.0","0.8","141"
"","Manipur","119","6","1.5","1.6","0.0","38"
"","Meghalaya","268","4","4.9","3.1","0.5","60"
"","Mizoram","75","1","1.1","1.0","-0.1","22"
"","Nagaland","94","3","1.5","1.3","0.0","26"
"","Tripura","197","1","2.3","1.5","-0.5","1"
