"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","209.7","-211.4","112.6","-109.8","-0.1","1.0"
"Actual(MU)","202.0","-213.0","119.9","-113.1","2.0","-2.2"
"O/D/U/D(MU)","-7.7","-1.6","7.3","-3.3","2.1","-3.2"
