"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8351","400","175.8","111.1","-0.6","211"
"","Haryana","7389","0","164.7","103.3","-5.1","222"
"","Rajasthan","6071","0","138.1","48.4","-7.8","42"
"","Delhi","4958","0","101.7","76.0","-2.9","192"
"","UP","10829","940","228.2","116.1","-2.3","344"
"","Uttarakhand","1484","155","31.2","20.2","0.1","234"
"","HP","1122","0","23.2","1.0","-0.6","57"
"","J&K","1495","100","25.9","16.1","-4.0","129"
"","Chandigarh","246","0","5.2","5.8","-0.6","5"
"WR","Chhattisgarh","2951","176","67.3","27.8","3.3","469"
"","Gujarat","9529","33","205.4","35.9","1.8","513"
"","MP","5488","2","114.5","47.7","-0.2","253"
"","Maharashtra","14552","94","322.3","108.3","-0.9","1092"
"","Goa","324","65","6.8","6.2","0.0","35"
"","DD","254","0","6.0","5.6","0.4","21"
"","DNH","628","0","14.7","14.1","0.6","38"
"","Essar steel","480","7","10.9","11.1","-0.2","0"
"SR","Andhra Pradesh","9564","2000","219.8","92.0","2.3","313"
"","Karnataka","7107","500","144.5","16.4","1.9","138"
"","Kerala","2868","150","52.0","28.6","1.7","207"
"","Tamil Nadu","11141","548","245.9","75.7","-1.1","140"
"","Pondy","304","0","6.2","7.0","-0.8","0"
"ER","Bihar","1997","0","42.7","42.7","0.0","230"
"","DVC","2590","0","59.2","-21.4","1.6","260"
"","Jharkhand","944","0","19.9","14.1","-1.6","185"
"","Odisha","3571","0","66.7","16.6","3.8","410"
"","West Bengal","6881","6","122.9","36.1","1.7","310"
"","Sikkim","76","0","0.8","1.4","-0.5","40"
"NER","Arunachal Pradesh","94","3","1.2","2.0","-0.9","29"
"","Assam","1065","221","20.1","15.4","-0.2","184"
"","Manipur","109","1","1.4","2.4","-1.1","5"
"","Meghalaya","235","5","3.6","0.7","-0.8","61"
"","Mizoram","50","7","0.9","1.4","-0.5","0"
"","Nagaland","91","4","1.6","1.5","-0.2","10"
"","Tripura","195","26","3.3","1.8","-0.2","15"
