"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.6","4.2","1.6","82.4","16.0"
"SR GRID","0.0","0.1","4.5","14.4","4.6","88.0","7.4"
