"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","39016","44295","44293","16710","2396","146710"
"Peak Shortage (MW)","1149","0","0","0","93","1242"
"Energy Met (MU)","855","1091","1067","364","42","3418"
"Hydro Gen (MU)","144","27","67","24","4","266"
"Wind Gen (MU)","11","50","29","----------","----------","90"
"Solar Gen (MU)*","21.69","24.3","76.59","0.99","0.03","124"
"Energy Shortage (MU)","11.8","0.0","0.0","0.0","0.7","12.5"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","41054","51921","48346","18763","2446","158574"
"","09:48","09:57","09:43","19:12","18:43","09:43"
