"","NR","WR","SR","ER","NER"
"Schedule(MU)","93.2","-92.8","35.0","-43.8","8.4"
"Actual(MU)","105.8","-110.2","35.7","-42.6","11.2"
"O/D/U/D(MU)","12.6","-17.4","0.7","1.2","2.8"
