"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.7","-57.5","40.5","-86.0","5.8"
"Actual(MU)","83.3","-45.9","38.5","-78.1","0.9"
"O/D/U/D(MU)","-8.4","11.6","-2.0","7.9","-4.9"
