"","NR","WR","SR","ER","NER"
"Schedule(MU)","81.8","-64.8","44.1","-69.7","8.4"
"Actual(MU)","78.9","-67.6","43.6","-64.9","6.3"
"O/D/U/D(MU)","-2.9","-2.8","-0.5","4.8","-2.1"
