"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.1","6.9","1.1","89.5","9.4"
"SR GRID","0.0","0.0","0.0","2.4","0.0","84.6","15.4"
