"Share of RES in total generation (%)","6.59","10.32","26.37","0.08","0.07","11.87"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","43.83","14.53","48.93","23.33","53.26","32.58"
