"Share of RES in total generation (%)","12.51","8.59","18.66","0.35","0.10","10.59"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","38.08","15.44","35.00","7.08","11.29","23.31"
