"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.22","5.94","6.16","72.69","21.16"
"SR GRID","0.00","0.00","0.22","5.94","6.16","72.69","21.16"
