"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.31","17.65","20.09","67.34","12.57"
"SR GRID","0.00","0.00","2.31","17.65","20.09","67.34","12.57"
