"Share of RES in total generation (%)","4.61","6.69","21.60","0.48","0.05","8.39"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.53","9.51","34.31","17.15","32.13","23.61"
