"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5707","0","110.0","60.1","0.2","120"
"","Haryana","5342","511","105.9","50.0","0.4","151"
"","Rajasthan","7192","0","157.6","50.5","1.4","311"
"","Delhi","3851","0","80.9","63.5","0.2","186"
"","UP","11135","2665","253.6","103.7","4.9","468"
"","Uttarakhand","1577","160","33.2","22.6","1.1","127"
"","HP","1242","0","24.7","12.1","0.0","91"
"","J&K","1456","100","30.6","19.8","-2.8","42"
"","Chandigarh","208","0","4.2","3.3","0.8","59"
"WR","Chhattisgarh","3289","175","80.1","22.8","0.5","257"
"","Gujarat","12928","13","289.6","62.2","0.1","517"
"","MP","6994","16","154.0","80.3","-3.0","301"
"","Maharashtra","19073","182","415.0","129.0","2.3","491"
"","Goa","488","61","9.5","8.1","1.1","118"
"","DD","265","1","5.8","6.0","-0.2","14"
"","DNH","655","2","15.4","15.0","0.3","31"
"","Essar steel","320","1","6.8","8.1","-1.3","5"
"SR","Andhra Pradesh","10922","1800","257.7","85.2","3.9","401"
"","Karnataka","8752","450","195.0","34.6","0.8","285"
"","Kerala","3406","150","66.3","27.6","1.4","207"
"","Tamil Nadu","12616","773","278.1","91.3","0.1","307"
"","Pondy","342","0","7.1","7.2","-0.1","33"
"ER","Bihar","2412","100","48.2","44.8","1.0","205"
"","DVC","2528","0","59.0","-18.3","-1.2","180"
"","Jharkhand","926","0","21.8","10.8","-0.1","70"
"","Odisha","3636","0","74.9","22.1","-2.6","210"
"","West Bengal","7485","56","155.9","53.6","-0.5","240"
"","Sikkim","90","0","1.2","1.2","0.1","30"
"NER","Arunachal Pradesh","96","2","1.4","1.0","0.4","46"
"","Assam","1094","246","21.6","13.8","3.3","177"
"","Manipur","87","3","1.5","1.2","0.3","30"
"","Meghalaya","212","13","2.9","1.8","0.5","62"
"","Mizoram","60","2","1.1","0.9","-0.1","19"
"","Nagaland","81","2","1.4","1.3","-0.2","35"
"","Tripura","211","1","2.8","1.3","-0.7","41"
