"","NR","WR","SR","ER","NER"
"Schedule(MU)","94.9","-93.9","33.2","-41.2","7.0"
"Actual(MU)","96.5","-104.3","37.2","-42.8","10.4"
"O/D/U/D(MU)","1.6","-10.4","4.0","-1.6","3.4"
