"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5033","0","98.1","45.9","2.0","237"
"","Haryana","5543","0","107.5","45.2","1.4","263"
"","Rajasthan","8661","0","182.9","76.7","-2.7","319"
"","Delhi","3097","0","58.4","42.6","-1.7","139"
"","UP","9966","1495","219.9","87.1","-3.1","116"
"","Uttarakhand","1628","75","30.5","19.4","1.1","217"
"","HP","1328","0","24.2","18.5","0.1","102"
"","J&K","1937","100","39.5","30.0","3.6","238"
"","Chandigarh","183","0","3.4","3.3","0.1","25"
"WR","Chhattisgarh","2795","4","59.4","11.4","-2.9","185"
"","Gujarat","11318","8","243.7","46.6","-2.1","265"
"","MP","9535","6","198.7","113.1","-1.7","175"
"","Maharashtra","17088","365","359.5","116.0","5.6","459"
"","Goa","381","0","7.4","7.7","-0.8","59"
"","DD","241","0","5.8","5.9","-0.1","12"
"","DNH","595","0","14.1","14.0","0.1","23"
"","Essar steel","233","0","4.9","5.0","0.0","25"
"SR","Andhra Pradesh","10927","0","242.1","88.3","1.7","469"
"","Karnataka","7974","300","168.9","23.4","1.2","236"
"","Kerala","3258","150","58.3","35.7","1.9","266"
"","Tamil Nadu","11118","1177","239.0","76.0","1.6","282"
"","Pondy","299","0","5.7","6.2","-0.5","47"
"ER","Bihar","1841","300","36.7","36.3","0.4","300"
"","DVC","2580","100","58.1","-17.6","0.8","230"
"","Jharkhand","1038","0","21.0","10.4","-1.3","120"
"","Odisha","3354","0","62.9","13.5","3.7","310"
"","West Bengal","6141","7","97.5","19.1","5.0","370"
"","Sikkim","100","0","1.8","1.2","0.5","24"
"NER","Arunachal Pradesh","109","11","1.7","1.1","0.5","64"
"","Assam","1040","91","17.5","11.1","2.1","171"
"","Manipur","112","4","1.4","1.5","-0.1","53"
"","Meghalaya","269","1","4.8","2.7","0.3","59"
"","Mizoram","63","2","1.2","1.0","0.0","18"
"","Nagaland","95","5","1.7","1.3","0.1","34"
"","Tripura","168","17","3.3","-0.2","0.9","36"
