"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.5","4.9","1.5","93.7","4.8"
"SR GRID","0.0","0.0","0.1","3.5","0.1","94.2","5.7"
