"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","396","1057","583","362","4","2402"
"Hydro","277","59","100","118","24","578"
"Nuclear","23","27","19","0","0","70"
"Gas, Naptha & Diesel","21","48","25","0","23","116"
"RES (Wind, Solar, Biomass & Others)","53","78","131","0","0","261"
"Total","769","1270","858","481","51","3428"
