"","NR","WR","SR","ER","NER"
"Schedule(MU)","137.5","-109.1","37.2","-65.9","1.5"
"Actual(MU)","116.4","-106.6","37.5","-51.7","4.7"
"O/D/U/D(MU)","-21.1","2.5","0.3","14.3","3.2"
