"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","46847","47777","39188","17799","2397","154008"
"Peak Shortage (MW)","805","0","0","0","23","828"
"Energy Met (MU)","945","1133","947","339","41","3404"
"Hydro Gen (MU)","119","49","90","42","8","309"
"Wind Gen (MU)","4","18","32","----------","----------","53"
"Solar Gen (MU)*","26.14","20.60","69.57","1.88","0.03","118"
"Energy Shortage (MU)","15.4","0.0","0.0","0.0","0.5","15.9"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","47720","54180","45670","18151","2458","162824"
"","09:38","10:26","07:58","18:43","17:35","09:38"
