"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.030","0.00","0.12","3.47","3.59","81.48","14.93"
"SR GRID","0.030","0.00","0.12","3.47","3.59","81.48","14.93"
