"Share of RES in total generation (%)","8.79","5.19","20.22","0.20","0.07","8.94"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.07","9.36","33.01","5.56","7.44","19.91"
