"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4853","0","101.3","51.1","0.7","262"
"","Haryana","5001","0","102.0","64.5","-2.9","195"
"","Rajasthan","6563","126","142.5","46.9","-3.0","38"
"","Delhi","3160","0","63.0","42.0","-2.6","167"
"","UP","9027","1810","194.8","77.3","-6.7","143"
"","Uttarakhand","1519","0","29.4","18.1","0.8","176"
"","HP","1227","0","23.8","13.0","1.0","101"
"","J&K","1412","100","30.7","18.6","1.7","330"
"","Chandigarh","183","0","3.5","4.0","-0.4","7"
"WR","Chhattisgarh","3135","286","74.0","14.1","11.5","641"
"","Gujarat","11229","109","256.1","38.8","0.3","510"
"","MP","7141","47","134.8","57.7","-3.3","375"
"","Maharashtra","16574","642","362.5","122.2","2.8","538"
"","Goa","400","77","8.2","6.1","1.7","88"
"","DD","260","2","6.1","4.6","1.4","22"
"","DNH","599","4","13.8","12.5","1.3","30"
"SR","Andhra Pradesh","11055","2000","253.9","72.1","2.2","237"
"","Karnataka","7540","1000","161.8","24.5","1.2","292"
"","Kerala","3046","500","61.4","28.0","2.7","291"
"","Tamil Nadu","10837","1909","227.3","74.7","2.5","586"
"","Pondy","7","0","6.5","7.4","-0.9","4"
"ER","Bihar","1535","600","29.4","32.7","-3.3","40"
"","DVC","2423","140","51.9","-30.5","-0.3","200"
"","Jharkhand","886","0","17.8","7.2","-0.6","100"
"","Odisha","3512","0","68.5","6.9","-0.7","240"
"","West Bengal","6663","273","134.0","34.5","-2.5","250"
"","Sikkim","72","0","0.9","1.2","-0.3","20"
"NER","Arunachal Pradesh","74","8","1.0","0.8","0.2","33"
"","Assam","890","244","15.2","9.8","1.5","103"
"","Manipur","89","5","1.3","1.0","0.3","36"
"","Meghalaya","265","8","4.2","2.5","0.5","75"
"","Mizoram","53","4","0.9","0.8","0.2","17"
"","Nagaland","58","7","0.8","0.7","0.0","24"
"","Tripura","163","50","3.0","0.5","0.4","31"
