"","NR","WR","SR","ER","NER"
"Schedule(MU)","55.1","-60.2","43.3","-49.5","7.5"
"Actual(MU)","47.0","-46.1","43.6","-57.2","10.1"
"O/D/U/D(MU)","-8.1","14.1","0.3","-7.7","2.6"
