"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8430","690","191.7","125.9","-0.1","113"
"","Haryana","7338","0","155.0","108.1","0.3","205"
"","Rajasthan","6496","0","137.4","53.6","-3.4","40"
"","Delhi","4683","8","96.7","79.3","-2.6","196"
"","UP","10958","3185","245.0","127.0","-1.4","411"
"","Uttarakhand","1480","240","31.4","16.2","0.8","128"
"","HP","1114","0","22.9","1.4","-2.3","129"
"","J&K","2004","100","31.6","19.0","-1.4","650"
"","Chandigarh","301","0","5.9","6.3","-0.4","19"
"WR","Chhattisgarh","2797","26","63.0","24.8","1.2","455"
"","Gujarat","8949","77","199.5","56.9","0.4","687"
"","MP","5776","30","112.1","31.3","-1.4","433"
"","Maharashtra","13463","122","295.6","80.2","-0.1","873"
"","Goa","350","2","6.5","6.5","-0.4","0"
"","DD","246","1","5.9","5.5","0.4","60"
"","DNH","533","103","12.6","12.3","0.4","49"
"","Essar steel","388","7","8.8","8.8","0.0","0"
"SR","Andhra Pradesh","9418","1000","202.0","71.7","1.3","333"
"","Karnataka","6609","400","129.8","1.9","-1.5","222"
"","Kerala","2818","75","51.2","23.3","1.0","196"
"","Tamil Nadu","11619","550","246.8","76.7","3.1","339"
"","Pondy","306","0","6.0","6.6","-0.5","22"
"ER","Bihar","1915","0","40.2","37.5","2.7","325"
"","DVC","2605","0","58.9","-24.5","-1.0","350"
"","Jharkhand","992","0","20.8","14.1","-0.5","125"
"","Odisha","3612","0","67.5","15.5","-0.1","430"
"","West Bengal","7103","14","135.2","44.8","3.6","485"
"","Sikkim","77","0","1.0","0.4","0.7","75"
"NER","Arunachal Pradesh","80","10","1.3","1.4","-0.1","39"
"","Assam","1090","196","22.6","14.0","3.4","262"
"","Manipur","102","3","1.6","2.1","-0.5","11"
"","Meghalaya","244","1","4.4","-0.1","0.1","133"
"","Mizoram","40","10","0.8","0.9","-0.1","1"
"","Nagaland","94","1","1.6","1.1","0.1","27"
"","Tripura","195","21","3.5","1.4","0.3","53"
