"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39979","31105","29493","15123","1852","117552"
"Peak Shortage (MW)","2678","228","1408","365","245","4924"
"Energy Met (MU)","932","671","691","318","36","2648"
"Hydro Gen(MU)","296","98","170","71","16","651"
"Wind Gen(MU)","5","41","93","----------","----------","138"
