"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","2.1","0.3","82.8","16.9"
"SR GRID","0.0","0.0","1.0","2.6","1.0","77.3","21.7"
