"","NR","WR","SR","ER","NER"
"Schedule(MU)","48.9","-45.7","44.6","-68.8","8.5"
"Actual(MU)","36.6","-26.2","44.3","-58.7","11.4"
"O/D/U/D(MU)","-12.3","19.5","-0.3","10.1","2.9"
