"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","1.1","0.3","84.7","15.1"
"SR GRID","0.0","0.6","17.4","35.5","17.9","81.4","0.7"
