"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","534","1150","506","421","9","2621"
"Hydro","267","14","63","95","29","466"
"Nuclear","31","30","46","0","0","107"
"Gas, Naptha & Diesel","34","54","14","0","17","118"
"RES (Wind, Solar, Biomass & Others)","48","117","270","1","0","436"
"Total","913","1364","899","517","55","3748"
