"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","42762","35643","30856","16055","1922","127238"
"Peak Shortage (MW)","2580","291","670","100","413","4054"
"Energy Met (MU)","956","801","758","342","39","2896"
"Hydro Gen(MU)","319","75","132","85","17","627"
"Wind Gen(MU)","7","26","75","----------","----------","108"
