"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.4","6.5","1.4","91.4","7.2"
"SR GRID","0.0","0.0","0.4","2.5","0.4","92.0","7.6"
