"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","41737","48609","45241","17917","2442","155946"
"Peak Shortage (MW)","1186","99","0","0","59","1344"
"Energy Met (MU)","918","1160","1101","407","43","3628"
"Hydro Gen (MU)","143","27","71","33","3","276"
"Wind Gen (MU)","14","45","36","----------","----------","95"
"Solar Gen (MU)*","22.35","24.8","80.35","1.03","0.04","129"
"Energy Shortage (MU)","12.4","0.3","0.0","0.0","0.6","13.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","43633","53778","48675","20567","2429","161882"
"","18:53","10:56","09:45","19:00","19:01","11:37"
