"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5548","0","110.6","43.2","-1.6","75","0.0"
"","Haryana","6156","0","122.5","74.6","0.6","181","0.0"
"","Rajasthan","11161","0","230.4","65.0","-0.9","282","0.0"
"","Delhi","3394","0","61.4","56.0","-1.7","154","0.0"
"","UP","13570","750","280.6","117.9","0.2","253","1.6"
"","Uttarakhand","1821","0","35.7","18.7","0.2","182","0.0"
"","HP","1589","0","28.1","19.8","0.0","109","0.0"
"","J&K","2622","655","45.5","38.9","-1.4","414","10.8"
"","Chandigarh","188","0","3.2","3.5","-0.3","17","0.0"
"WR","Chhattisgarh","4131","99","95.5","44.9","0.2","232","0.3"
"","Gujarat","15106","0","334.4","110.5","1.4","416","0.0"
"","MP","11318","0","222.0","107.7","-0.7","486","0.0"
"","Maharashtra","21662","0","463.7","137.9","-1.4","578","0.0"
"","Goa","440","0","11.6","9.7","1.3","46","0.0"
"","DD","335","0","7.5","7.1","0.4","99","0.0"
"","DNH","799","0","18.6","18.5","0.1","77","0.0"
"","Essar steel","315","0","6.3","6.1","0.2","254","0.0"
"SR","Andhra Pradesh","8910","0","199.2","72.6","0.3","586","0.0"
"","Telangana","10294","0","220.4","110.9","0.6","1117","0.0"
"","Karnataka","12448","0","248.9","90.1","-0.7","590","0.0"
"","Kerala","3925","0","80.8","60.9","0.6","203","0.0"
"","Tamil Nadu","15689","0","343.0","193.8","-1.2","443","0.0"
"","Pondy","394","0","8.3","8.6","-0.3","31","0.0"
"ER","Bihar","4337","0","75.2","69.4","0.4","460","0.0"
"","DVC","3191","0","68.2","-49.4","-0.2","396","0.0"
"","Jharkhand","1056","0","24.7","17.9","0.3","169","0.0"
"","Odisha","4424","0","88.8","32.1","1.2","267","0.0"
"","West Bengal","7830","0","148.7","40.0","0.3","309","0.0"
"","Sikkim","100","0","1.4","1.6","-0.3","18","0.0"
"NER","Arunachal Pradesh","122","3","2.3","2.1","0.2","59","0.0"
"","Assam","1388","45","24.2","19.4","1.1","137","0.5"
"","Manipur","196","2","2.4","2.6","-0.3","30","0.0"
"","Meghalaya","360","0","6.3","5.3","0.0","45","0.0"
"","Mizoram","96","1","1.7","1.4","0.1","19","0.0"
"","Nagaland","118","2","1.9","1.9","0.0","19","0.0"
"","Tripura","228","0","4.0","2.3","0.4","61","0.0"
