"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5524","0","103.6","33.5","0.6","135","0.0"
"","Haryana","6311","0","117.0","62.3","1.0","209","0.0"
"","Rajasthan","9845","0","193.1","72.5","2.0","383","0.0"
"","Delhi","3477","0","61.6","49.3","-1.1","143","0.0"
"","UP","12308","90","260.3","86.4","0.4","368","2.5"
"","Uttarakhand","1886","0","35.1","19.9","-0.1","130","0.0"
"","HP","1477","0","26.7","21.0","0.2","125","0.1"
"","J&K","2186","547","44.5","40.6","-0.5","239","10.5"
"","Chandigarh","194","0","3.3","3.5","-0.2","10","0.0"
"WR","Chhattisgarh","3218","0","69.5","13.0","-0.5","181","0.0"
"","Gujarat","13167","0","279.1","72.7","-2.2","352","0.0"
"","MP","10902","0","212.3","131.7","1.6","658","0.0"
"","Maharashtra","19468","0","405.0","151.6","-1.2","412","0.0"
"","Goa","429","0","9.7","9.1","0.1","22","0.0"
"","DD","322","0","7.2","6.5","0.7","67","0.0"
"","DNH","753","0","17.5","16.6","0.8","89","0.0"
"","Essar steel","550","0","10.9","10.7","0.2","230","0.0"
"SR","Andhra Pradesh","7680","0","156.8","55.9","2.2","530","0.0"
"","Telangana","7489","0","152.9","60.6","0.1","408","0.0"
"","Karnataka","9240","0","196.1","93.3","2.6","498","0.0"
"","Kerala","3509","0","66.8","52.6","1.1","176","0.0"
"","Tamil Nadu","13282","0","277.9","145.2","5.8","492","0.0"
"","Pondy","320","0","6.3","6.9","-0.5","26","0.0"
"ER","Bihar","3775","0","59.4","55.9","-2.8","200","0.0"
"","DVC","3144","0","67.6","-37.1","-0.2","150","0.0"
"","Jharkhand","1115","0","23.9","13.7","-0.3","70","0.0"
"","Odisha","3817","0","66.7","26.5","3.2","390","0.0"
"","West Bengal","6284","0","105.6","26.2","3.8","400","0.0"
"","Sikkim","114","0","1.9","1.6","0.3","20","0.0"
"NER","Arunachal Pradesh","122","1","2.2","2.0","0.2","3","0.0"
"","Assam","1448","20","23.7","18.6","1.1","68","0.3"
"","Manipur","179","0","2.7","2.8","-0.1","20","0.0"
"","Meghalaya","319","0","5.8","3.3","0.1","74","0.0"
"","Mizoram","86","1","1.5","1.5","-0.1","21","0.0"
"","Nagaland","118","1","2.2","1.6","0.1","18","0.0"
"","Tripura","215","0","3.3","1.7","0.0","7","0.0"
