"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","2.16","7.60","22.96","34.94","52.78","12.28"
"SR GRID","0.00","2.16","7.60","22.96","34.94","52.78","B. Frequency Profile (%)12.28"
