"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4341","0","92.1","44.6","-0.3","154"
"","Haryana","5872","0","104.9","62.8","-0.1","272"
"","Rajasthan","9218","0","186.4","68.7","1.1","217"
"","Delhi","3052","0","61.1","43.7","0.7","266"
"","UP","10919","720","226.1","112.8","-0.2","591"
"","Uttarakhand","1474","0","29.8","20.0","0.0","126"
"","HP","1198","0","22.5","15.3","0.5","139"
"","J&K","1949","487","39.2","28.6","0.7","162"
"","Chandigarh","166","0","3.1","3.2","0.3","7"
"WR","Chhattisgarh","3162","96","70.3","19.7","-1.5","141"
"","Gujarat","12924","0","282.3","56.4","0.1","358"
"","MP","8752","0","190.6","133.1","-1.2","280"
"","Maharashtra","18855","487","418.1","111.6","0.0","421"
"","Goa","373","0","7.6","6.6","0.6","41"
"","DD","269","0","6.2","6.5","-0.2","40"
"","DNH","675","0","15.9","16.1","-0.1","27"
"","Essar steel","252","0","4.3","5.5","-1.2","140"
"SR","Andhra Pradesh","6410","0","142.8","21.8","-1.2","446"
"","Telangana","6018","0","135.8","88.5","0.2","304"
"","Karnataka","7285","700","164.6","37.4","4.3","623"
"","Kerala","2771","0","53.2","42.6","2.2","253"
"","Tamil Nadu","11420","0","234.2","117.4","4.0","526"
"","Pondy","260","0","5.4","5.5","-0.1","55"
"ER","Bihar","3245","150","60.2","59.9","0.3","210"
"","DVC","2425","0","56.7","-7.7","-0.4","230"
"","Jharkhand","937","0","21.9","12.6","0.3","145"
"","Odisha","3757","0","73.4","21.3","0.8","210"
"","West Bengal","6615","0","126.2","30.6","1.7","250"
"","Sikkim","82","0","1.4","1.6","-0.2","28"
"NER","Arunachal Pradesh","112","1","1.9","1.7","0.2","47"
"","Assam","1265","54","22.5","15.9","1.8","128"
"","Manipur","144","1","2.3","2.5","-0.2","29"
"","Meghalaya","270","2","4.6","4.8","-0.8","33"
"","Mizoram","76","2","1.2","1.3","-0.1","17"
"","Nagaland","109","1","1.6","1.6","-0.1","13"
"","Tripura","201","1","4.0","1.2","0.9","43"
