"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7232","0","154.1","86.8","-0.8","72"
"","Haryana","6991","0","144.3","114.1","-0.9","188"
"","Rajasthan","9104","0","200.3","74.0","1.3","303"
"","Delhi","5303","5","109.2","89.8","0.3","156"
"","UP","12460","3425","293.5","136.3","1.2","276"
"","Uttarakhand","1842","75","40.5","19.7","-0.4","89"
"","HP","1225","0","25.9","5.5","0.7","127"
"","J&K","1811","453","35.3","20.1","0.1","376"
"","Chandigarh","308","0","5.8","5.7","0.3","29"
"WR","Chhattisgarh","2965","0","74.6","23.7","5.8","224"
"","Gujarat","13115","0","286.6","46.4","-1.9","376"
"","MP","7063","0","153.5","84.0","-2.3","286"
"","Maharashtra","18163","39","387.5","112.1","3.6","469"
"","Goa","379","0","8.1","7.4","0.1","33"
"","DD","294","0","6.1","6.2","0.0","77"
"","DNH","673","0","15.0","15.2","-0.1","66"
"","Essar steel","331","0","7.0","8.1","-1.0","-15"
"SR","Andhra Pradesh","5339","0","129.7","22.9","1.7","772"
"","Telangana","5530","0","121.0","84.7","0.3","344"
"","Karnataka","7311","350","159.1","29.1","2.1","431"
"","Kerala","3278","0","59.4","38.8","1.4","373"
"","Tamil Nadu","12727","0","273.2","104.2","-3.2","442"
"","Pondy","326","0","6.8","7.0","-0.2","31"
"ER","Bihar","2670","100","62.0","56.9","0.5","210"
"","DVC","2720","0","62.9","-33.0","-0.1","180"
"","Jharkhand","1119","0","22.5","11.6","-1.4","140"
"","Odisha","3781","0","76.1","19.7","0.6","230"
"","West Bengal","7110","6","147.7","55.1","-1.6","170"
"","Sikkim","74","0","1.0","1.2","-0.2","30"
"NER","Arunachal Pradesh","94","12","1.2","2.7","-1.5","0"
"","Assam","1125","210","22.6","15.9","1.6","152"
"","Manipur","143","7","2.3","2.4","-0.1","31"
"","Meghalaya","268","2","4.3","1.5","0.0","96"
"","Mizoram","77","1","1.2","1.4","-0.1","15"
"","Nagaland","110","13","2.0","2.0","0.0","22"
"","Tripura","249","1","4.4","1.7","0.6","52"
