"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.35","10.28","10.63","73.33","16.04"
"SR GRID","0.00","0.00","0.35","10.28","10.63","73.33","B. Frequency Profile (%)16.04"
