"","NR","WR","SR","ER","NER"
"Schedule(MU)","63.0","-58.3","40.2","-54.3","9.2"
"Actual(MU)","66.6","-65.0","40.4","-54.9","9.8"
"O/D/U/D(MU)","3.6","-6.7","0.2","-0.6","0.6"
