"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9479","0","211.8","106.0","1.2","175"
"","Haryana","8729","0","176.2","132.7","-1.9","231"
"","Rajasthan","9274","0","210.1","72.7","3.5","373"
"","Delhi","4932","0","103.7","81.6","0.3","177"
"","UP","14331","0","319.8","139.9","0.2","411"
"","Uttarakhand","1797","0","37.7","16.1","1.3","245"
"","HP","1254","0","24.6","5.8","1.2","169"
"","J&K","1790","447","36.4","16.2","-1.7","209"
"","Chandigarh","268","0","5.4","5.8","-0.4","52"
"WR","Chhattisgarh","3229","0","73.5","20.5","-1.6","137"
"","Gujarat","14235","5","317.5","73.4","-2.5","384"
"","MP","6820","2","152.5","96.2","-2.0","152"
"","Maharashtra","16285","0","336.5","74.1","1.4","659"
"","Goa","386","0","7.0","7.6","-1.2","43"
"","DD","300","0","6.7","6.5","0.2","60"
"","DNH","725","0","16.6","16.8","-0.2","39"
"","Essar steel","438","0","8.2","9.7","-1.5","99"
"SR","Andhra Pradesh","6445","0","138.2","5.2","-0.2","523"
"","Telangana","6196","0","130.8","65.3","2.0","371"
"","Karnataka","7872","0","171.4","53.0","0.7","649"
"","Kerala","3249","0","62.2","45.8","0.8","139"
"","Tamil Nadu","13337","0","284.6","114.9","-1.2","774"
"","Pondy","310","0","6.7","7.1","-0.4","47"
"ER","Bihar","3225","0","65.9","66.2","-0.3","389"
"","DVC","2569","0","57.9","-23.3","0.8","425"
"","Jharkhand","1001","0","21.6","15.2","-1.0","115"
"","Odisha","3903","0","76.0","21.7","1.3","345"
"","West Bengal","7089","0","136.4","37.2","1.1","435"
"","Sikkim","75","0","1.3","1.3","0.0","20"
"NER","Arunachal Pradesh","105","0","1.8","2.0","-0.2","20"
"","Assam","1502","7","28.8","20.5","2.4","250"
"","Manipur","117","0","1.8","2.2","-0.4","17"
"","Meghalaya","242","0","4.9","0.6","0.9","44"
"","Mizoram","65","3","1.1","0.9","0.2","25"
"","Nagaland","102","5","1.8","1.8","0.0","28"
"","Tripura","238","0","4.1","3.3","1.1","30"
