"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.28","3.33","3.61","75.49","20.63"
"SR GRID","0.00","0.00","0.28","3.33","3.61","75.49","20.63"
