"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39196","44665","37663","17069","2255","140849"
"Peak Shortage (MW)","480","23","0","250","88","841"
"Energy Met (MU)","808","1014","866","318","39","3046"
"Hydro Gen(MU)","113","59","41","34","11","258"
"Wind Gen(MU)","3","18","16","----------","----------","38"
"Solar Gen (MU)*","2.71","9.63","12.50","0.03","0.03","25"
