"","NR","WR","SR","ER","NER","Total"
"Thermal (Coal & Lignite)","531","1130","504","426","9","2599"
"Hydro","95","18","37","26","8","185"
"Nuclear","29","24","69","0","0","122"
"Gas, Naptha & Diesel","25","43","18","0","24","110"
"RES (Wind, Solar, Biomass & Others)","51","54","139","2","0","246"
"Total","731","1269","768","454","40","3262"
