"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.4","0.0","83.1","16.9"
"SR GRID","0.0","0.0","2.4","15.4","2.4","94.8","2.8"
